filename,file_path,pdf_url,source_url,download_date,status,title,author,subject,keywords,creator,producer,creationDate,modDate
2020-06_Gordon_v_SNEP.pdf,files/www.pcahistory.org_pca_sjc_2020-2024.html/2020-06_Gordon_v_SNEP.pdf,https://www.pcahistory.org/pca/sjc/cases/2020-06_Gordon_v_SNEP.pdf,https://www.pcahistory.org/pca/sjc/2020-2024.html,2025-07-12T14:22:10.789292,downloaded,,https://www.pcahistory.org/pca/sjc/cases/2020-06_Gordon_v_SNEP.pdf,Downloaded from https://www.pcahistory.org/pca/sjc/2020-2024.html,web_scraper_download,Microsoft® Word for Microsoft 365,Microsoft® Word for Microsoft 365,D:20240502105028-05'00',D:20240502105118-05'00'
2015-06_PCA_v_SouthFlorida.pdf,files/www.pcahistory.org_pca_sjc_2015-2019.html/2015-06_PCA_v_SouthFlorida.pdf,https://www.pcahistory.org/pca/sjc/cases/2015-06_PCA_v_SouthFlorida.pdf,https://www.pcahistory.org/pca/sjc/2015-2019.html,2025-07-12T14:22:10.949010,downloaded,,https://www.pcahistory.org/pca/sjc/cases/2015-06_PCA_v_SouthFlorida.pdf,Downloaded from https://www.pcahistory.org/pca/sjc/2015-2019.html,web_scraper_download,Acrobat PDFMaker 11 for Word,Adobe PDF Library 11.0,D:20240507090033-05'00',D:20240507090107-05'00'
30-1-1.pdf,files/www.pcahistory.org_HCLibrary_articles_index.html/30-1-1.pdf,https://www.pcahistory.org/HCLibrary/periodicals/spr/v30/30-1-1.pdf,https://www.pcahistory.org/HCLibrary/articles/index.html,2025-07-12T14:22:11.151715,downloaded,The Diaconate,https://www.pcahistory.org/HCLibrary/periodicals/spr/v30/30-1-1.pdf,Downloaded from https://www.pcahistory.org/HCLibrary/articles/index.html,web_scraper_download,Microsoft® Office Word 2007,Microsoft® Office Word 2007,D:20041121003149,D:20041121003149
2024-BCO-Amendments-Sent-Down-English-Korean.pdf,files/www.pcaac.org_resources_presbyteries_presbytery-clerks-download-page_/2024-BCO-Amendments-Sent-Down-English-Korean.pdf,https://www.pcaac.org/wp-content/uploads/2024/08/2024-BCO-Amendments-Sent-Down-English-Korean.pdf,https://www.pcaac.org/resources/presbyteries/presbytery-clerks-download-page/,2025-07-12T14:22:11.743539,downloaded,,https://www.pcaac.org/wp-content/uploads/2024/08/2024-BCO-Amendments-Sent-Down-English-Korean.pdf,Downloaded from https://www.pcaac.org/resources/presbyteries/presbytery-clerks-download-page/,web_scraper_download,Acrobat PDFMaker 24 for Word,macOS Version 14.5 (Build 23F79) Quartz PDFContext,D:20240814184633Z00'00',D:20240814184633Z00'00'
5th_pcaga_1977.pdf,files/www.pcahistory.org_pca_ga_index.html/5th_pcaga_1977.pdf,https://pcahistory.org/pca/ga/5th_pcaga_1977.pdf,https://www.pcahistory.org/pca/ga/index.html,2025-07-12T14:22:16.997768,downloaded,,https://pcahistory.org/pca/ga/5th_pcaga_1977.pdf,Downloaded from https://www.pcahistory.org/pca/ga/index.html,web_scraper_download,,ABBYY FineReader 11,D:20140121084002Z,D:20140820101606-04'00'
8-2-6.pdf,files/www.pcahistory.org_HCLibrary_articles_index.html/8-2-6.pdf,https://www.pcahistory.org/HCLibrary/periodicals/spr/v08/8-2-6.pdf,https://www.pcahistory.org/HCLibrary/articles/index.html,2025-07-12T14:22:17.251052,downloaded,Eloquence,https://www.pcahistory.org/HCLibrary/periodicals/spr/v08/8-2-6.pdf,Downloaded from https://www.pcahistory.org/HCLibrary/articles/index.html,web_scraper_download,Acrobat PDFMaker 5.0 for Word,Acrobat Distiller 5.0.5 (Windows),D:20031128140911-06'00',D:20031128140928-06'00'
2-123.pdf,files/www.pcahistory.org_pca_digest_index.html/2-123.pdf,https://www.pcahistory.org/pca/digest/studies/2-123.pdf,https://www.pcahistory.org/pca/digest/index.html,2025-07-12T14:22:17.662315,downloaded,"Report of the Church/State Subcommittee, Part III",https://www.pcahistory.org/pca/digest/studies/2-123.pdf,Downloaded from https://www.pcahistory.org/pca/digest/index.html,web_scraper_download,Acrobat PDFMaker 5.0 for Word,Acrobat Distiller 5.0.5 (Windows),D:20050822102257-05'00',D:20050822102310-04'00'
1-1-2.pdf,files/www.pcahistory.org_HCLibrary_articles_index.html/1-1-2.pdf,https://www.pcahistory.org/HCLibrary/periodicals/spr/v01/1-1-2.pdf,https://www.pcahistory.org/HCLibrary/articles/index.html,2025-07-12T14:22:17.968476,downloaded,The Relation between the Work of Christ and the Condition of the Angelic World,https://www.pcahistory.org/HCLibrary/periodicals/spr/v01/1-1-2.pdf,Downloaded from https://www.pcahistory.org/HCLibrary/articles/index.html,web_scraper_download,Acrobat PDFMaker 5.0 for Word,Acrobat Distiller 5.0 (Windows),D:20030517144120-05'00',D:20030517144134-04'00'
Subscription_2001_Pipa.pdf,files/www.pcahistory.org_topical_index.html/Subscription_2001_Pipa.pdf,https://www.pcahistory.org/topical/subscription/Subscription_2001_Pipa.pdf,https://www.pcahistory.org/topical/index.html,2025-07-12T14:22:18.272642,downloaded,,https://www.pcahistory.org/topical/subscription/Subscription_2001_Pipa.pdf,Downloaded from https://www.pcahistory.org/topical/index.html,web_scraper_download,ScandAll PRO V1.7 Update 3,Adobe PDF Scan Library 2.3,D:20210405172643-05'00',D:20210405172643-05'00'
32-2-10.pdf,files/www.pcahistory.org_HCLibrary_articles_index.html/32-2-10.pdf,https://www.pcahistory.org/HCLibrary/periodicals/spr/v32/32-2-10.pdf,https://www.pcahistory.org/HCLibrary/articles/index.html,2025-07-12T14:22:18.435577,downloaded,The Diaconate of Scripture,https://www.pcahistory.org/HCLibrary/periodicals/spr/v32/32-2-10.pdf,Downloaded from https://www.pcahistory.org/HCLibrary/articles/index.html,web_scraper_download,Microsoft® Office Word 2007,Microsoft® Office Word 2007,D:20080531153444,D:20080531153444
2016-07_Avery&Lewelling_v_Nashville.pdf,files/www.pcahistory.org_pca_sjc_2015-2019.html/2016-07_Avery&Lewelling_v_Nashville.pdf,https://www.pcahistory.org/pca/sjc/cases/2016-07_Avery&Lewelling_v_Nashville.pdf,https://www.pcahistory.org/pca/sjc/2015-2019.html,2025-07-12T14:22:18.749772,downloaded,,https://www.pcahistory.org/pca/sjc/cases/2016-07_Avery&Lewelling_v_Nashville.pdf,Downloaded from https://www.pcahistory.org/pca/sjc/2015-2019.html,web_scraper_download,Acrobat PDFMaker 11 for Word,Adobe PDF Library 11.0,D:20240507092053-05'00',D:20240507092124-05'00'
JAHodge-PresbyterianLaw-Deacons.pdf,files/www.pcahistory.org_topical_index.html/JAHodge-PresbyterianLaw-Deacons.pdf,https://www.pcahistory.org/topical/deacons/JAHodge-PresbyterianLaw-Deacons.pdf,https://www.pcahistory.org/topical/index.html,2025-07-12T14:22:19.297518,downloaded,,https://www.pcahistory.org/topical/deacons/JAHodge-PresbyterianLaw-Deacons.pdf,Downloaded from https://www.pcahistory.org/topical/index.html,web_scraper_download,Microsoft® Office Word 2007,Microsoft® Office Word 2007,D:20080619040451,D:20080619040451
Reed_Gordon_K_1930-2021.pdf,files/www.pcahistory.org_obits_index.html/Reed_Gordon_K_1930-2021.pdf,https://www.pcahistory.org/obits/Reed_Gordon_K_1930-2021.pdf,https://www.pcahistory.org/obits/index.html,2025-07-12T14:22:19.552497,downloaded,,https://www.pcahistory.org/obits/Reed_Gordon_K_1930-2021.pdf,Downloaded from https://www.pcahistory.org/obits/index.html,web_scraper_download,,EPSON Scan,D:20210504195658-05'00',D:20210504195710-05'00'
18-1-1.pdf,files/www.pcahistory.org_HCLibrary_articles_index.html/18-1-1.pdf,https://www.pcahistory.org/HCLibrary/periodicals/spr/v18/18-1-1.pdf,https://www.pcahistory.org/HCLibrary/articles/index.html,2025-07-12T14:22:19.851376,downloaded,Our Ecclesiastical Relations to Freedmen,https://www.pcahistory.org/HCLibrary/periodicals/spr/v18/18-1-1.pdf,Downloaded from https://www.pcahistory.org/HCLibrary/articles/index.html,web_scraper_download,Microsoft® Office Word 2007,Microsoft® Office Word 2007,D:20080617174438,D:20080617174438
taylor_REs_administering_sacraments.pdf,files/www.pcahistory.org_mo_taylorLR_TaylorLR_articles.html/taylor_REs_administering_sacraments.pdf,https://www.pcahistory.org/mo/taylorLR/taylor_REs_administering_sacraments.pdf,https://www.pcahistory.org/mo/taylorLR/TaylorLR_articles.html,2025-07-12T14:22:19.993811,downloaded,Ruling Elders Administering Sacraments,https://www.pcahistory.org/mo/taylorLR/taylor_REs_administering_sacraments.pdf,Downloaded from https://www.pcahistory.org/mo/taylorLR/TaylorLR_articles.html,web_scraper_download,Microsoft® Word 2016,Microsoft® Word 2016,D:20170802142253-05'00',D:20170802142253-05'00'
46th_pcaga_Appendix_V_Reconciliation.pdf,files/www.pcahistory.org_topical_index.html/46th_pcaga_Appendix_V_Reconciliation.pdf,https://www.pcahistory.org/pca/ga/46th_pcaga_Appendix_V_Reconciliation.pdf,https://www.pcahistory.org/topical/index.html,2025-07-12T14:22:20.531326,downloaded,,https://www.pcahistory.org/pca/ga/46th_pcaga_Appendix_V_Reconciliation.pdf,Downloaded from https://www.pcahistory.org/topical/index.html,web_scraper_download,Microsoft® Word 2016,Microsoft® Word 2016,D:20210504182348-05'00',D:20210504182424-05'00'
6th_pcaga_1978.pdf,files/www.pcahistory.org_pca_ga_index.html/6th_pcaga_1978.pdf,https://www.pcahistory.org/pca/ga/6th_pcaga_1978.pdf,https://www.pcahistory.org/pca/ga/index.html,2025-07-12T14:22:25.370112,downloaded,,https://www.pcahistory.org/pca/ga/6th_pcaga_1978.pdf,Downloaded from https://www.pcahistory.org/pca/ga/index.html,web_scraper_download,,ABBYY FineReader 11,D:20140121084532Z,D:20140820134935-04'00'
2-052.pdf,files/www.pcahistory.org_pca_digest_index.html/2-052.pdf,https://pcahistory.org/pca/digest/studies/2-052.pdf,https://www.pcahistory.org/pca/digest/index.html,2025-07-12T14:22:25.549865,downloaded,A.Scripture,https://pcahistory.org/pca/digest/studies/2-052.pdf,Downloaded from https://www.pcahistory.org/pca/digest/index.html,web_scraper_download,Acrobat PDFMaker 5.0 for Word,Acrobat Distiller 5.0 (Windows),D:20030430171254Z,D:20200103112602-06'00'
3rd_pcaga_1975.pdf,files/www.pcahistory.org_pca_ga_index.html/3rd_pcaga_1975.pdf,https://www.pcahistory.org/pca/ga/3rd_pcaga_1975.pdf,https://www.pcahistory.org/pca/ga/index.html,2025-07-12T14:22:29.665300,downloaded,,https://www.pcahistory.org/pca/ga/3rd_pcaga_1975.pdf,Downloaded from https://www.pcahistory.org/pca/ga/index.html,web_scraper_download,,ABBYY FineReader 11,D:20140121083013Z,D:20140809135506-04'00'
2008-14_White_v_Siouxlands.pdf,files/www.pcahistory.org_pca_sjc_2005-2014.html/2008-14_White_v_Siouxlands.pdf,https://www.pcahistory.org/pca/sjc/cases/2008-14_White_v_Siouxlands.pdf,https://www.pcahistory.org/pca/sjc/2005-2014.html,2025-07-12T14:22:29.885351,downloaded,Microsoft Word - 001 TOC & Moderators 2010.doc,https://www.pcahistory.org/pca/sjc/cases/2008-14_White_v_Siouxlands.pdf,Downloaded from https://www.pcahistory.org/pca/sjc/2005-2014.html,web_scraper_download,PScript5.dll Version 5.2,Acrobat Distiller 8.0.0 (Windows),D:20240507114342-05'00',D:20240507114406-05'00'
1997-04_Conrad_v_CentralCarolina.pdf,files/www.pcahistory.org_pca_sjc_1995-2004.html/1997-04_Conrad_v_CentralCarolina.pdf,https://www.pcahistory.org/pca/sjc/cases/1997-04_Conrad_v_CentralCarolina.pdf,https://www.pcahistory.org/pca/sjc/1995-2004.html,2025-07-12T14:22:30.314253,downloaded,,https://www.pcahistory.org/pca/sjc/cases/1997-04_Conrad_v_CentralCarolina.pdf,Downloaded from https://www.pcahistory.org/pca/sjc/1995-2004.html,web_scraper_download,,Adobe Acrobat Pro 11.0.8 Paper Capture Plug-in,D:20160618174553-05'00',D:20160618174705-05'00'
Index.pdf,files/www.pcahistory.org_pca_digest_index.html/Index.pdf,https://www.pcahistory.org/pca/digest/v3/Index.pdf,https://www.pcahistory.org/pca/digest/index.html,2025-07-12T14:22:31.103616,downloaded,,https://www.pcahistory.org/pca/digest/v3/Index.pdf,Downloaded from https://www.pcahistory.org/pca/digest/index.html,web_scraper_download,ScandAll PRO V1.7 Update 3,Adobe Acrobat 9.55 Paper Capture Plug-in,D:20200501221450-05'00',D:20200501224612-05'00'
Taylor_in_thesi.pdf,files/www.pcahistory.org_mo_taylorLR_TaylorLR_articles.html/Taylor_in_thesi.pdf,https://www.pcahistory.org/mo/taylorLR/Taylor_in_thesi.pdf,https://www.pcahistory.org/mo/taylorLR/TaylorLR_articles.html,2025-07-12T14:22:31.373360,downloaded,Status of in thesi Statements,https://www.pcahistory.org/mo/taylorLR/Taylor_in_thesi.pdf,Downloaded from https://www.pcahistory.org/mo/taylorLR/TaylorLR_articles.html,web_scraper_download,Microsoft® Office Word 2007,Microsoft® Office Word 2007,D:20070621151916,D:20070621151916
JAHodge-PresbyterianLaw-Deacons.pdf,files/www.pcahistory.org_HCLibrary_articles_index.html/JAHodge-PresbyterianLaw-Deacons.pdf,https://www.pcahistory.org/topical/deacons/JAHodge-PresbyterianLaw-Deacons.pdf,https://www.pcahistory.org/HCLibrary/articles/index.html,2025-07-12T14:22:31.739806,downloaded,,https://www.pcahistory.org/topical/deacons/JAHodge-PresbyterianLaw-Deacons.pdf,Downloaded from https://www.pcahistory.org/HCLibrary/articles/index.html,web_scraper_download,Microsoft® Office Word 2007,Microsoft® Office Word 2007,D:20080619040451,D:20080619040451
advisory_convention.pdf,files/www.pcahistory.org_pca_sjc_.._.._topical_race_index.html/advisory_convention.pdf,https://www.pcahistory.org/pca/ga/advisory_convention.pdf,https://www.pcahistory.org/pca/sjc/..\..\topical\race\index.html,2025-07-12T14:22:32.362878,downloaded,,https://www.pcahistory.org/pca/ga/advisory_convention.pdf,Downloaded from https://www.pcahistory.org/pca/sjc/..\..\topical\race\index.html,web_scraper_download,Canon SC1011,Adobe Acrobat 9.55 Paper Capture Plug-in,D:20150129125950-06'00',D:20220705133136-05'00'
pastoralcharge.pdf,files/www.pcahistory.org_HCLibrary_articles_index.html/pastoralcharge.pdf,https://www.pcahistory.org/documents/pastoralcharge.pdf,https://www.pcahistory.org/HCLibrary/articles/index.html,2025-07-12T14:22:32.639909,downloaded,SERVICES,https://www.pcahistory.org/documents/pastoralcharge.pdf,Downloaded from https://www.pcahistory.org/HCLibrary/articles/index.html,web_scraper_download,Acrobat PDFMaker 5.0 for Word,Acrobat Distiller 5.0 (Windows),D:20010723114120-06'00',D:20010723114228-05'00'
Moore_Lanny_W_Sr_1936-2005.pdf,files/www.pcahistory.org_obits_index.html/Moore_Lanny_W_Sr_1936-2005.pdf,https://www.pcahistory.org/obits/Moore_Lanny_W_Sr_1936-2005.pdf,https://www.pcahistory.org/obits/index.html,2025-07-12T14:22:32.799142,downloaded,,https://www.pcahistory.org/obits/Moore_Lanny_W_Sr_1936-2005.pdf,Downloaded from https://www.pcahistory.org/obits/index.html,web_scraper_download,,EPSON Scan,D:20210506203002-05'00',D:20210506203122-05'00'
divorce-remarriage.pdf,files/www.pcahistory.org_topical_index.html/divorce-remarriage.pdf,https://www.pcahistory.org/pca/studies/divorce-remarriage.pdf,https://www.pcahistory.org/topical/index.html,2025-07-12T14:22:33.183636,downloaded,Introduction to the Report on Divorce and Remarriage,https://www.pcahistory.org/pca/studies/divorce-remarriage.pdf,Downloaded from https://www.pcahistory.org/topical/index.html,web_scraper_download,Microsoft® Office Word 2007,Microsoft® Office Word 2007,D:20041109064035,D:20041109064035
24-1-5.pdf,files/www.pcahistory.org_HCLibrary_articles_index.html/24-1-5.pdf,https://www.pcahistory.org/HCLibrary/periodicals/spr/v24/24-1-5.pdf,https://www.pcahistory.org/HCLibrary/articles/index.html,2025-07-12T14:22:33.358966,downloaded,A Few Observations on the Foregoing Article,https://www.pcahistory.org/HCLibrary/periodicals/spr/v24/24-1-5.pdf,Downloaded from https://www.pcahistory.org/HCLibrary/articles/index.html,web_scraper_download,Acrobat PDFMaker 5.0 for Word,Acrobat Distiller 5.0 (Windows),D:20030428151154-05'00',D:20030428151241-04'00'
wip.pdf,files/www.pcahistory.org_HCLibrary_articles_index.html/wip.pdf,https://www.pcahistory.org/documents/wip.pdf,https://www.pcahistory.org/HCLibrary/articles/index.html,2025-07-12T14:22:33.671766,downloaded,What Is Presbyterianism?,https://www.pcahistory.org/documents/wip.pdf,Downloaded from https://www.pcahistory.org/HCLibrary/articles/index.html,web_scraper_download,Acrobat PDFMaker 5.0 for Word,Acrobat Distiller 5.0 (Windows),D:20021010171341Z,D:20021010122303-04'00'
200anniv.pdf,files/www.pcahistory.org_topical_index.html/200anniv.pdf,https://www.pcahistory.org/documents/subscription/200anniv.pdf,https://www.pcahistory.org/topical/index.html,2025-07-12T14:22:34.032279,downloaded,Address on the 200th Anniversary of the Adopting Act,https://www.pcahistory.org/documents/subscription/200anniv.pdf,Downloaded from https://www.pcahistory.org/topical/index.html,web_scraper_download,Acrobat PDFMaker 5.0 for Word,Acrobat Distiller 5.0 (Windows),D:20020613141901Z,D:20020613092533-04'00'
1st_pcaga_addresses.pdf,files/www.pcahistory.org_pca_ga_index.html/1st_pcaga_addresses.pdf,https://www.pcahistory.org/pca/ga/1st_pcaga_addresses.pdf,https://www.pcahistory.org/pca/ga/index.html,2025-07-12T14:22:34.502350,downloaded,Addresses delivered during the First General Assembly (1973),https://www.pcahistory.org/pca/ga/1st_pcaga_addresses.pdf,Downloaded from https://www.pcahistory.org/pca/ga/index.html,web_scraper_download,ScandAll PRO V1.7 Update 3,Adobe Acrobat 9.55 Paper Capture Plug-in,D:20131009153804-05'00',D:20131204125202-06'00'
24thGA_1996_Report.pdf,files/www.pcahistory.org_pca_ga_index.html/24thGA_1996_Report.pdf,https://www.pcahistory.org/pca/ga/actions/24thGA_1996_Report.pdf,https://www.pcahistory.org/pca/ga/index.html,2025-07-12T14:22:34.909565,downloaded,"Stated Clerk's Letter, dated 8 October 1996",https://www.pcahistory.org/pca/ga/actions/24thGA_1996_Report.pdf,Downloaded from https://www.pcahistory.org/pca/ga/index.html,web_scraper_download,ScandAll PRO V1.7 Update 3,Adobe Acrobat 9.5 Paper Capture Plug-in,D:20120321151659-05'00',D:20120321152315-05'00'
DanvilleQuarterlyReview.pdf,files/www.pcahistory.org_HCLibrary_index.html/DanvilleQuarterlyReview.pdf,https://www.pcahistory.org/HCLibrary/indexes/DanvilleQuarterlyReview.pdf,https://www.pcahistory.org/HCLibrary/index.html,2025-07-12T14:22:35.094907,downloaded,The Danville Quarterly Review,https://www.pcahistory.org/HCLibrary/indexes/DanvilleQuarterlyReview.pdf,Downloaded from https://www.pcahistory.org/HCLibrary/index.html,web_scraper_download,Microsoft® Office Word 2007,Microsoft® Office Word 2007,D:20080823032619,D:20080823032619
15-2-5.pdf,files/www.pcahistory.org_HCLibrary_articles_index.html/15-2-5.pdf,https://www.pcahistory.org/HCLibrary/periodicals/spr/v15/15-2-5.pdf,https://www.pcahistory.org/HCLibrary/articles/index.html,2025-07-12T14:22:35.284807,downloaded,"Life, Character, and Genius of the Late Rev. James H. Thornwell, D.D., LL.D.",https://www.pcahistory.org/HCLibrary/periodicals/spr/v15/15-2-5.pdf,Downloaded from https://www.pcahistory.org/HCLibrary/articles/index.html,web_scraper_download,Acrobat PDFMaker 5.0 for Word,Acrobat Distiller 5.0 (Windows),D:20030528092919-05'00',D:20030528092951-04'00'
nobirthcertificate.pdf,files/www.pcahistory.org_HCLibrary_articles_index.html/nobirthcertificate.pdf,https://www.pcahistory.org/documents/nobirthcertificate.pdf,https://www.pcahistory.org/HCLibrary/articles/index.html,2025-07-12T14:22:35.524189,downloaded,No Birth Certificate!,https://www.pcahistory.org/documents/nobirthcertificate.pdf,Downloaded from https://www.pcahistory.org/HCLibrary/articles/index.html,web_scraper_download,Acrobat PDFMaker 5.0 for Word,Acrobat Distiller 5.0 (Windows),D:20020320095558-06'00',D:20020320100045-06'00'
ch3.pdf,files/www.pcahistory.org_pca_sjc_.._.._rgs_pcus_index.html/ch3.pdf,https://www.pcahistory.org/ebooks/pcus/ch3.pdf,https://www.pcahistory.org/pca/sjc/..\..\rgs\pcus\index.html,2025-07-12T14:22:35.769956,downloaded,"The History of the Southern Presbyterian Church, Chapter 3",https://www.pcahistory.org/ebooks/pcus/ch3.pdf,Downloaded from https://www.pcahistory.org/pca/sjc/..\..\rgs\pcus\index.html,web_scraper_download,Acrobat PDFMaker 5.0 for Word,Acrobat Distiller 5.0 (Windows),D:20030424155732-05'00',D:20030424160011-04'00'
Clark-OrdinationOfWomen.pdf,files/www.pcahistory.org_topical_index.html/Clark-OrdinationOfWomen.pdf,https://www.pcahistory.org/topical/deacons/Clark-OrdinationOfWomen.pdf,https://www.pcahistory.org/topical/index.html,2025-07-12T14:22:35.919025,downloaded,,https://www.pcahistory.org/topical/deacons/Clark-OrdinationOfWomen.pdf,Downloaded from https://www.pcahistory.org/topical/index.html,web_scraper_download,Microsoft® Office Word 2007,Microsoft® Office Word 2007,D:20080627150222,D:20080627150222
2-566.pdf,files/www.pcahistory.org_pca_digest_index.html/2-566.pdf,https://pcahistory.org/pca/digest/studies/2-566.pdf,https://www.pcahistory.org/pca/digest/index.html,2025-07-12T14:22:36.040076,downloaded,Women in the Church,https://pcahistory.org/pca/digest/studies/2-566.pdf,Downloaded from https://www.pcahistory.org/pca/digest/index.html,web_scraper_download,Acrobat PDFMaker 5.0 for Word,Acrobat Distiller 5.0 (Windows),D:20030722175519-05'00',D:20030722175523-04'00'
2017-10_In_Re_Korean_Eastern.pdf,files/www.pcahistory.org_pca_sjc_2015-2019.html/2017-10_In_Re_Korean_Eastern.pdf,https://www.pcahistory.org/pca/sjc/cases/2017-10_In_Re_Korean_Eastern.pdf,https://www.pcahistory.org/pca/sjc/2015-2019.html,2025-07-12T14:22:36.170209,downloaded,,https://www.pcahistory.org/pca/sjc/cases/2017-10_In_Re_Korean_Eastern.pdf,Downloaded from https://www.pcahistory.org/pca/sjc/2015-2019.html,web_scraper_download,Microsoft® Word 2016,Microsoft® Word 2016,D:20240504095053-05'00',D:20240504095117-05'00'
MacRae-1950-WCF01.pdf,files/www.pcahistory.org_HCLibrary_westminster_index.html/MacRae-1950-WCF01.pdf,https://www.pcahistory.org/HCLibrary/articles/MacRae-1950-WCF01.pdf,https://www.pcahistory.org/HCLibrary/westminster/index.html,2025-07-12T14:22:36.650127,downloaded,Lectures on the Westminster Confession of Faith for Laymen: The Holy Scriptures,https://www.pcahistory.org/HCLibrary/articles/MacRae-1950-WCF01.pdf,Downloaded from https://www.pcahistory.org/HCLibrary/westminster/index.html,web_scraper_download,Microsoft® Office Word 2007,Microsoft® Office Word 2007,D:20110525172712,D:20110525172712
Boettner_Loraine_1901-1990.pdf,files/www.pcahistory.org_obits_index.html/Boettner_Loraine_1901-1990.pdf,https://www.pcahistory.org/obits/Boettner_Loraine_1901-1990.pdf,https://www.pcahistory.org/obits/index.html,2025-07-12T14:22:36.990414,downloaded,,https://www.pcahistory.org/obits/Boettner_Loraine_1901-1990.pdf,Downloaded from https://www.pcahistory.org/obits/index.html,web_scraper_download,,Adobe Acrobat 9.55 Paper Capture Plug-in,D:20210508110942-05'00',D:20210508111157-05'00'
act&testimony.pdf,files/www.pcahistory.org_documents_index.html/act&testimony.pdf,https://www.pcahistory.org/documents/act&testimony.pdf,https://www.pcahistory.org/documents/index.html,2025-07-12T14:22:37.293584,downloaded,The Act and Testimony,https://www.pcahistory.org/documents/act&testimony.pdf,Downloaded from https://www.pcahistory.org/documents/index.html,web_scraper_download,Acrobat PDFMaker 5.0 for Word,Acrobat Distiller 5.0 (Windows),D:20031113150726-06'00',D:20031113150730-06'00'
2-2-1.pdf,files/www.pcahistory.org_HCLibrary_articles_index.html/2-2-1.pdf,https://www.pcahistory.org/HCLibrary/periodicals/spr/v02/2-2-1.pdf,https://www.pcahistory.org/HCLibrary/articles/index.html,2025-07-12T14:22:37.484821,downloaded,The Call to the Ministry--Its Nature and Evidence,https://www.pcahistory.org/HCLibrary/periodicals/spr/v02/2-2-1.pdf,Downloaded from https://www.pcahistory.org/HCLibrary/articles/index.html,web_scraper_download,Acrobat PDFMaker 5.0 for Word,Acrobat Distiller 5.0 (Windows),D:20030414163716-05'00',D:20030414165949-04'00'
machen-conflict.pdf,files/www.pcahistory.org_HCLibrary_articles_index.html/machen-conflict.pdf,https://www.pcahistory.org/documents/machen-conflict.pdf,https://www.pcahistory.org/HCLibrary/articles/index.html,2025-07-12T14:22:37.633867,downloaded,CHRISTIANITY IN CONFLICT,https://www.pcahistory.org/documents/machen-conflict.pdf,Downloaded from https://www.pcahistory.org/HCLibrary/articles/index.html,web_scraper_download,Acrobat PDFMaker 5.0 for Word,Acrobat Distiller 5.0 (Windows),D:20030127104056-06'00',D:20030127104823-06'00'
44th_pcaga_2016.pdf,files/www.pcahistory.org_pca_ga_index.html/44th_pcaga_2016.pdf,https://www.pcahistory.org/pca/ga/44th_pcaga_2016.pdf,https://www.pcahistory.org/pca/ga/index.html,2025-07-12T14:22:38.652558,downloaded,,https://www.pcahistory.org/pca/ga/44th_pcaga_2016.pdf,Downloaded from https://www.pcahistory.org/pca/ga/index.html,web_scraper_download,Acrobat PDFMaker 11 for Word,Adobe PDF Library 11.0,D:20160922121355-04'00',D:20161005154007-04'00'
200anniv.pdf,files/www.pcahistory.org_HCLibrary_articles_index.html/200anniv.pdf,https://www.pcahistory.org/documents/subscription/200anniv.pdf,https://www.pcahistory.org/HCLibrary/articles/index.html,2025-07-12T14:22:38.785324,downloaded,Address on the 200th Anniversary of the Adopting Act,https://www.pcahistory.org/documents/subscription/200anniv.pdf,Downloaded from https://www.pcahistory.org/HCLibrary/articles/index.html,web_scraper_download,Acrobat PDFMaker 5.0 for Word,Acrobat Distiller 5.0 (Windows),D:20020613141901Z,D:20020613092533-04'00'
Robinson-Offense.pdf,files/www.pcahistory.org_HCLibrary_articles_index.html/Robinson-Offense.pdf,https://www.pcahistory.org/bco/articles/Robinson-Offense.pdf,https://www.pcahistory.org/HCLibrary/articles/index.html,2025-07-12T14:22:38.928388,downloaded,TABLE TALK,https://www.pcahistory.org/bco/articles/Robinson-Offense.pdf,Downloaded from https://www.pcahistory.org/HCLibrary/articles/index.html,web_scraper_download,Microsoft® Office Word 2007,Microsoft® Office Word 2007,D:20070420190312,D:20070420190312
2019-06_PCA_v_MSValley.pdf,files/www.pcahistory.org_pca_sjc_2015-2019.html/2019-06_PCA_v_MSValley.pdf,https://www.pcahistory.org/pca/sjc/cases/2019-06_PCA_v_MSValley.pdf,https://www.pcahistory.org/pca/sjc/2015-2019.html,2025-07-12T14:22:39.245905,downloaded,,https://www.pcahistory.org/pca/sjc/cases/2019-06_PCA_v_MSValley.pdf,Downloaded from https://www.pcahistory.org/pca/sjc/2015-2019.html,web_scraper_download,Microsoft® Word 2016,Microsoft® Word 2016,D:20240502112513-05'00',D:20240502112543-05'00'
1-11-4.pdf,files/www.pcahistory.org_HCLibrary_articles_index.html/1-11-4.pdf,https://www.pcahistory.org/HCLibrary/periodicals/clarion/1-11-4.pdf,https://www.pcahistory.org/HCLibrary/articles/index.html,2025-07-12T14:22:39.608198,downloaded,,https://www.pcahistory.org/HCLibrary/periodicals/clarion/1-11-4.pdf,Downloaded from https://www.pcahistory.org/HCLibrary/articles/index.html,web_scraper_download,Adobe Photoshop Elements 2.0,Adobe Photoshop Elements for Windows,D:20090420185041-06'00',D:20090420185041-06'00'
